LocationID,SessionID,GroupID,RecordID,Language,Lockdown,start_time,end_time,latitude,longitude,Traffic,Other,Human,Natural,ISOPleasant,ISOEventful,pleasant,chaotic,vibrant,uneventful,calm,annoying,eventful,monotonous,Overall,Appropriate,loud,sss04,sss05,who01,who02,who03,who04,who05,WHO_Sum,Age,Gender,occ00___Employed,occ00___Unemployed,occ00___Retired,occ00___Student,occ00___Other,occ00___RatherNotSay,occ00_other,Occupation,edu00,eth00,eth00_other,misc00,misc03,misc03_other,misc04,misc01,use00,uni00,res00___1,res00___2,res00___3,res00___4,res00___5,res02,paper,RecordingLength,Loudness_N5(soneGF),N10_N90(soneGF),Sharpness_S(acum),Rough_HM_R(asper),"Rough_HM_Avg,arith(asper)","FS_Avg,arith(vacil)","I_HM_Avg,arith(iu)","Ton_HM_Avg,arith(tuHMS)",LZeq_L(dB(SPL)),LAeq_L(A)(dB(SPL)),LA10_LA90(dB(SPL)),LCeq_LAeq(dB(SPL)),LC10_LC90(dB(SPL)),RA_2D_cp(cPa),PA(Zwicker)
CamdenTown,CamdenTown1,CT101,525,English,0,02/05/2019 11:40,02/05/2019 11:43,51.539124,-0.142624,4,3,3,2,-0.2197,0.4268,2,4,3,2,1,2,4,3,2,3,4,1,2,1,1,3,0,3,32,23,Male,1,0,0,0,0,0,,Employed,2,1,,,,,,,1,3,1,1,0,0,0,,0,31.57,31.1,11.6,2.14,0.0374,0.0374,0.017,0.358,0.309,79.72,70.07,7.78,7.81,8.11,14.3,36.01918067
CamdenTown,CamdenTown1,CT101,561,English,0,02/05/2019 11:40,02/05/2019 11:43,51.539124,-0.142624,4,3,4,2,-0.4697,0.1768,3,4,2,1,1,4,2,4,3,2,4,1,3,4,4,3,4,4,76,24,Female,1,0,0,0,0,0,,Employed,2,1,,,2,,,,1,3,1,1,0,0,0,,1,31.57,31.1,11.6,2.14,0.0374,0.0374,0.017,0.358,0.309,79.72,70.07,7.78,7.81,8.11,14.3,36.01918067
CamdenTown,CamdenTown1,CT101,526,English,0,02/05/2019 11:41,02/05/2019 11:44,51.539124,-0.142624,3,1,2,1,0,0.25,4,3,3,2,2,4,3,2,3,4,2,1,3,3,3,4,4,3,68,22,Male,1,0,0,0,0,0,,Employed,2,1,,,,,,,1,3,1,1,0,0,0,,0,31.57,31.1,11.6,2.14,0.0374,0.0374,0.017,0.358,0.309,79.72,70.07,7.78,7.81,8.11,14.3,36.01918067
CamdenTown,CamdenTown1,CT102,560,English,0,02/05/2019 11:50,02/05/2019 11:53,51.539124,-0.142624,3,2,4,1,0.1036,-0.75,4,2,2,5,5,3,2,5,2,4,3,1,2,4,3,3,4,5,76,28,Male,1,0,0,0,0,0,,Employed,5,1,,,2,,,,1,1,1,1,0,0,0,,1,32.47,34.4,12.3,2.18,0.0446,0.0446,0.0179,0.362,0.268,80.27,71.26,8.38,6.25,7.82,14.7,40.52326798
CamdenTown,CamdenTown1,CT103,527,English,0,02/05/2019 11:49,02/05/2019 11:54,51.539124,-0.142624,4,2,4,1,0.25,0.75,3,4,5,1,2,2,4,1,3,4,3,3,3,2,2,1,0,3,32,56,Male,1,0,0,0,0,0,,Employed,,1,,,,,,,3,1,1,1,0,0,0,,0,35.16,24.7,4.8,2,0.0369,0.0369,0.00889,0.37,0.193,76.79,66.71,4.23,7.61,3.99,13.4,27.10863473
CamdenTown,CamdenTown1,CT104,528,English,0,02/05/2019 11:52,02/05/2019 12:03,51.539124,-0.142624,4,3,2,1,0.0732,0.6768,2,4,5,1,2,2,4,2,2,3,4,2,3,4,3,2,1,4,56,18,Male,0,1,0,0,0,0,,Unemployed,1,1,,,,,,,1,1,1,1,0,0,0,There was alarm whistle passing.,0,31.96,38.6,12.1,2.37,0.0413,0.0413,0.0146,0.393,0.21,80.13,72.47,6.97,6.32,3.79,15.1,48.7088246
CamdenTown,CamdenTown1,CT105,555,English,0,02/05/2019 11:56,02/05/2019 12:09,51.539124,-0.142624,4,2,4,1,0.3661,-0.5303,3,1,3,5,5,3,2,2,3,2,4,3,3,1,2,2,2,1,32,27,Female,0,1,0,0,0,0,,Unemployed,5,1,,,1,,,,2,2,1,1,0,0,0,,1,,,,,,,,,,,,,,,,
CamdenTown,CamdenTown1,CT105,529,English,0,02/05/2019 11:56,02/05/2019 12:09,51.539124,-0.142624,4,3,4,2,-0.0429,0.5,4,5,4,2,2,3,4,3,4,3,3,2,3,4,4,4,2,4,72,24,Female,0,1,0,0,0,0,,Unemployed,5,2,,,,,,,1,2,1,1,0,0,0,,0,,,,,,,,,,,,,,,,
CamdenTown,CamdenTown1,CT106,530,English,0,02/05/2019 12:07,02/05/2019 12:12,51.539124,-0.142624,4,2,2,1,-0.2071,0.0858,2,4,4,4,2,4,2,2,3,2,4,4,3,4,3,4,4,4,76,30,Male,0,0,0,0,0,1,,RatherNotSay,1,1,,,,,,,4,1,1,0,0,0,0,,0,,,,,,,,,,,,,,,,
CamdenTown,CamdenTown1,CT107,559,English,0,02/05/2019 12:20,02/05/2019 12:25,51.539124,-0.142624,4,3,3,2,0.0732,0.3661,4,4,4,3,2,4,3,1,4,4,3,4,4,3,4,2,2,3,56,64,Male,0,0,1,0,0,0,,Retired,4,1,,,1,,,,1,1,1,1,0,0,0,,1,31.32,29.4,11.3,2.05,0.0379,0.0379,0.0247,0.426,0.293,78.52,68.32,8.55,8,5.6,14.8,32.95937593
CamdenTown,CamdenTown1,CT108,531,English,0,02/05/2019 12:10,02/05/2019 12:26,51.539124,-0.142624,3,2,2,1,-0.1464,0.1464,3,3,3,3,1,3,3,3,3,3,3,1,2,4,2,4,3,4,68,63,Female,1,0,0,0,0,0,,Employed,5,1,,,,,,,3,1,1,1,0,0,0,,0,27.26,34.3,14.9,2.25,0.041,0.041,0.0157,0.374,0.196,79.7,70.95,9.19,6.76,8.86,14.8,41.38124879
CamdenTown,CamdenTown1,CT109,557,English,0,02/05/2019 12:16,02/05/2019 12:28,51.539124,-0.142624,3,1,3,1,-0.1161,0.3232,4,5,3,3,2,3,4,3,2,3,4,3,4,4,4,3,2,3,64,19,Female,0,0,0,1,0,0,,Student,3,3,,,1,,,,4,3,1,1,0,0,0,,1,31.53,30,8.9,2.11,0.0411,0.0411,0.0274,0.407,0.297,80.1,69.75,6.64,6.99,5.42,15.2,34.36665007
CamdenTown,CamdenTown1,CT109,558,English,0,02/05/2019 12:16,02/05/2019 12:28,51.539124,-0.142624,5,3,4,2,-0.1464,0.3536,3,4,2,2,2,3,4,2,2,3,5,3,4,3,2,5,2,2,56,19,Female,0,0,0,1,0,0,,Student,3,4,,,1,,,,2,3,1,1,0,0,0,,1,31.53,30,8.9,2.11,0.0411,0.0411,0.0274,0.407,0.297,80.1,69.75,6.64,6.99,5.42,15.2,34.36665007
CamdenTown,CamdenTown1,CT109,532,English,0,02/05/2019 12:16,02/05/2019 12:28,51.539124,-0.142624,4,3,5,1,0.1036,1,3,5,5,1,1,2,5,1,4,5,5,3,5,5,4,5,0,4,72,19,Female,0,0,0,1,0,0,,Student,3,4,,,,,,,4,3,1,1,0,0,0,,0,31.53,30,8.9,2.11,0.0411,0.0411,0.0274,0.407,0.297,80.1,69.75,6.64,6.99,5.42,15.2,34.36665007
CamdenTown,CamdenTown1,CT110,556,English,0,02/05/2019 12:38,02/05/2019 12:41,51.539124,-0.142624,3,4,2,3,-0.0303,-0.0126,3,1,1,1,3,4,3,2,3,4,3,1,3,3,4,4,3,5,76,22,Male,0,0,0,1,0,0,,Student,5,1,,,2,,,,1,2,1,1,0,0,0,,1,31.66,33.8,17,2.11,0.0387,0.0387,0.0174,0.372,0.189,80.11,68.84,11.08,7.66,8.73,14.4,38.82289984
CamdenTown,CamdenTown1,CT111,533,English,0,02/05/2019 12:29,02/05/2019 12:58,51.539124,-0.142624,4,4,3,1,-0.4142,-0.4571,1,4,4,4,5,5,1,5,2,3,3,1,3,4,4,4,4,5,84,59,Female,1,0,0,0,0,0,,Employed,3,1,,,,,,,1,2,1,1,0,0,0,Alram,0,,,,,,,,,,,,,,,,
CamdenTown,CamdenTown1,CT111,552,English,0,02/05/2019 12:29,02/05/2019 12:58,51.539124,-0.142624,4,2,3,2,-0.6161,-0.2374,2,5,1,4,1,3,1,4,2,3,4,1,2,4,4,4,4,4,80,67,Male,0,0,1,0,0,0,,Retired,3,1,,,2,,,,1,2,1,1,0,0,0,,1,,,,,,,,,,,,,,,,
CamdenTown,CamdenTown1,CT112,534,English,0,02/05/2019 12:29,02/05/2019 12:55,51.539124,-0.142624,5,4,5,1,0.0732,0.9268,2,5,5,1,2,2,5,1,2,5,4,4,3,5,4,5,5,5,96,20,Female,0,0,0,1,0,0,,Student,2,1,,,,,,,1,2,1,1,0,0,0,,0,33.71,34.3,16.1,2.07,0.0375,0.0375,0.0138,0.376,0.272,79.79,69.78,12.28,8.54,6.54,14.3,38.84636554
CamdenTown,CamdenTown1,CT112,554,English,0,02/05/2019 12:29,02/05/2019 12:55,51.539124,-0.142624,5,4,3,1,-0.3964,0.5,2,5,3,2,1,3,4,3,2,4,5,3,2,2,2,3,2,3,48,20,Female,0,0,0,1,0,0,,Student,2,1,,,1,,,,1,2,1,1,0,0,0,,1,33.71,34.3,16.1,2.07,0.0375,0.0375,0.0138,0.376,0.272,79.79,69.78,12.28,8.54,6.54,14.3,38.84636554
CamdenTown,CamdenTown1,CT113,553,English,0,02/05/2019 12:57,02/05/2019 13:06,51.539124,-0.142624,4,3,3,1,0.3839,0.2626,4,3,4,3,1,1,2,1,3,3,4,3,3,1,1,3,3,2,40,49,Male,1,0,0,0,0,0,,Employed,5,1,,,2,,,,1,2,1,1,0,0,0,,1,20.64,30.5,9.8,2.36,0.039,0.039,0.00597,0.375,0.538,81.72,69.2,5.19,11.08,7.67,13.9,37.98943366
CamdenTown,CamdenTown1,CT113,535,English,0,02/05/2019 12:57,02/05/2019 13:06,51.539124,-0.142624,4,1,3,2,0.2197,0.3232,4,2,5,4,2,4,5,2,3,3,3,1,3,5,5,5,5,5,100,49,Female,1,0,0,0,0,0,,Employed,7,1,,,,,,,1,2,1,1,0,0,0,,0,20.64,30.5,9.8,2.36,0.039,0.039,0.00597,0.375,0.538,81.72,69.2,5.19,11.08,7.67,13.9,37.98943366
CamdenTown,CamdenTown1,CT114,536,English,0,02/05/2019 13:02,02/05/2019 13:07,51.539124,-0.142624,4,3,3,1,-0.1768,0.7803,2,4,4,1,1,3,5,2,3,4,3,5,3,3,0,3,0,3,36,42,Female,1,0,0,0,0,0,,Employed,7,1,,,,,,,4,1,1,1,0,0,0,,0,25,25.2,7.4,1.94,0.036,0.036,0.00938,0.393,0.165,77.41,66.04,6.05,8.1,6.66,13.6,27.09043587
CamdenTown,CamdenTown1,CT115,537,English,0,02/05/2019 13:09,02/05/2019 13:13,51.539124,-0.142624,4,4,3,2,-0.1036,0.5607,3,4,5,1,3,4,5,4,3,1,2,3,4,5,4,2,4,5,80,26,Female,1,0,0,0,0,0,,Employed,5,3,,,,,,,1,2,1,1,0,0,0,Motor pass,0,,,,,,,,,,,,,,,,
CamdenTown,CamdenTown1,CT115,551,English,0,02/05/2019 13:09,02/05/2019 13:13,51.539124,-0.142624,4,3,4,2,-0.3232,0.3232,2,5,4,3,2,3,4,4,3,3,4,3,3,4,4,4,4,4,80,25,Female,1,0,0,0,0,0,,Employed,5,4,,,2,,,,1,2,1,1,0,0,0,Motor passed.,1,,,,,,,,,,,,,,,,
CamdenTown,CamdenTown1,CT116,550,English,0,02/05/2019 13:20,02/05/2019 13:23,51.539124,-0.142624,2,1,2,2,-0.3964,0,3,4,1,4,2,4,4,3,3,4,3,5,3,1,4,3,4,4,64,38,Male,1,0,0,0,0,0,,Employed,5,4,,,1,,,,1,2,1,1,0,0,0,,1,33.71,39.9,13.7,2.14,0.0533,0.0533,0.0147,0.361,0.286,78.83,71.36,8.55,6.62,7.05,14,46.54889683
CamdenTown,CamdenTown1,CT116,538,English,0,02/05/2019 13:20,02/05/2019 13:23,51.539124,-0.142624,4,4,2,1,-0.1464,0.5607,2,4,3,1,2,2,5,3,3,2,3,5,2,5,3,3,1,5,68,60,Male,1,0,0,0,0,0,,Employed,5,1,,,,,,Ambulances are far too loud,1,2,1,1,0,0,0,,0,33.71,39.9,13.7,2.14,0.0533,0.0533,0.0147,0.361,0.286,78.83,71.36,8.55,6.62,7.05,14,46.54889683
CamdenTown,CamdenTown1,CT117,539,English,0,02/05/2019 13:09,02/05/2019 13:24,51.539124,-0.142624,4,4,3,2,0,0.5429,2,4,4,3,1,2,4,1,4,4,4,1,4,4,4,4,4,5,84,21,Female,0,0,0,1,0,0,,Student,5,2,,,,,,Lively,4,2,1,1,0,0,0,,0,32.68,32.2,13.1,2.08,0.0406,0.0406,0.0129,0.363,0.298,80.61,69.61,8.2,9.56,8.66,14.3,36.5484566
CamdenTown,CamdenTown1,CT117,549,English,0,02/05/2019 13:09,02/05/2019 13:24,51.539124,-0.142624,3,4,5,1,-0.4571,0.3536,1,3,4,1,1,4,3,4,3,2,3,3,3,4,3,4,2,3,64,21,Female,0,0,0,1,0,0,,Student,5,1,,,3,,,,4,2,1,1,0,0,0,,1,32.68,32.2,13.1,2.08,0.0406,0.0406,0.0129,0.363,0.298,80.61,69.61,8.2,9.56,8.66,14.3,36.5484566
CamdenTown,CamdenTown1,CT118,548,English,0,02/05/2019 13:26,02/05/2019 13:32,51.539124,-0.142624,3,2,3,1,0.1642,0.1036,5,4,4,4,3,2,5,5,4,3,3,1,3,5,5,4,5,5,96,26,Male,0,0,0,0,1,0,Flight Attendant,Other,5,5,,,2,,,,1,2,1,1,0,0,0,,1,,,,,,,,,,,,,,,,
CamdenTown,CamdenTown1,CT118,540,English,0,02/05/2019 13:26,02/05/2019 13:32,51.539124,-0.142624,3,2,4,1,0.1036,-0.1464,3,2,2,3,3,2,3,3,3,2,4,1,3,2,1,4,3,3,52,24,Male,1,0,0,0,0,0,,Employed,3,5,,,,,,,1,2,1,1,0,0,0,,0,,,,,,,,,,,,,,,,
CamdenTown,CamdenTown1,CT119,541,English,0,02/05/2019 13:28,02/05/2019 13:35,51.539124,-0.142624,5,4,3,1,-0.5607,0.75,1,5,4,2,1,5,5,2,1,4,4,4,3,4,4,5,4,5,88,53,Male,1,0,0,0,0,0,,Employed,6,1,,,,,,,1,1,1,1,0,0,0,,0,19.69,26.8,8.4,2.04,0.0379,0.0379,0.00657,0.34,0.162,77,67.63,6.68,7.85,5.19,13.6,29.86833343
CamdenTown,CamdenTown1,CT120,542,English,0,02/05/2019 13:35,02/05/2019 13:38,51.539124,-0.142624,5,3,5,2,0.3964,0.5607,4,2,5,1,3,3,5,2,4,4,4,1,4,4,2,1,3,2,48,18,Male,0,0,0,1,0,0,,Student,2,1,,,,,,,4,2,1,1,0,0,0,Ambhlance pass,0,33.75,38.5,16.9,2.37,0.0445,0.0445,0.0185,0.427,0.269,80.43,72.06,9.61,6.74,6.34,14.8,48.58158623
CamdenTown,CamdenTown1,CT121,547,English,0,02/05/2019 13:03,02/05/2019 13:44,51.539124,-0.142624,3,2,2,1,-0.0732,0.0732,3,3,3,3,2,3,3,3,3,4,4,1,2,3,3,3,3,2,56,25,Male,1,0,0,0,0,0,,Employed,5,3,,,2,,,,4,3,1,1,0,0,0,,1,32.43,30.9,9.3,2.14,0.0434,0.0434,0.00733,0.335,0.158,78.58,69.21,6.28,7.89,5.09,13.6,35.78086219
CamdenTown,CamdenTown1,CT122,543,English,0,02/05/2019 13:41,02/05/2019 13:45,51.539124,-0.142624,5,2,2,1,0.1464,-0.6464,3,1,2,3,5,3,1,4,3,5,4,1,1,5,4,5,3,5,88,40,Male,1,0,0,0,0,0,,Employed,2,1,,,,,,,4,1,1,1,0,0,0,,0,31.79,41.4,21.6,2.13,0.07,0.07,0.0212,0.432,0.297,81.39,71.53,11.65,8.9,13.06,14.9,48.20720958
CamdenTown,CamdenTown1,CT123,544,English,0,02/05/2019 13:40,02/05/2019 13:46,51.539124,-0.142624,4,1,4,1,0.1339,0.6768,4,4,4,1,1,2,4,2,4,2,3,1,2,4,3,4,2,4,68,28,Male,1,0,0,0,0,0,,Employed,5,5,,,,,,,1,1,1,1,0,0,0,,0,31.57,34,14.8,2.22,0.0402,0.0402,0.0113,0.386,0.232,77.95,70.24,9.52,6.59,8.41,14.1,40.58599463
CamdenTown,CamdenTown1,CT124,545,English,0,02/05/2019 13:47,02/05/2019 13:49,51.539124,-0.142624,5,3,2,1,-0.2197,0.1768,3,4,3,2,2,3,3,4,3,5,4,2,3,4,3,3,4,4,72,19,Female,0,0,0,1,0,0,,Student,2,1,,,,,,,4,2,1,1,0,0,0,,0,34.22,28.1,7.6,2.1,0.0379,0.0379,0.0112,0.342,0.256,78.53,68.56,4.93,8.73,5.77,14,32.01182235
CamdenTown,CamdenTown1,CT124,546,English,0,02/05/2019 13:48,02/05/2019 13:51,51.539124,-0.142624,4,3,4,2,-0.0732,0.1161,3,4,3,4,2,3,3,2,3,3,4,4,4,4,2,3,3,4,64,18,Female,1,0,0,0,0,0,,Employed,3,1,,,1,,,,1,2,1,1,0,0,0,,1,34.22,28.1,7.6,2.1,0.0379,0.0379,0.0112,0.342,0.256,78.53,68.56,4.93,8.73,5.77,14,32.01182235
CamdenTown,CamdenTown2,CT201,570,English,0,06/05/2019 12:17,06/05/2019 12:21,51.539124,-0.142624,4,3,2,1,-0.1036,0.8536,2,4,4,1,1,3,5,1,2,5,3,3,5,4,3,3,4,5,76,25,Male,0,0,0,1,0,0,,Student,4,1,,,2,,,,1,1,1,1,0,0,0,,1,33.75,27.3,8.2,2.07,0.0398,0.0398,0.0182,0.39,0.264,77.16,68.5,5.8,6.47,5.18,14.2,30.76798059
CamdenTown,CamdenTown2,CT201,563,English,0,06/05/2019 12:17,06/05/2019 12:21,51.539124,-0.142624,5,3,5,1,-0.2803,0.3839,2,5,3,1,4,4,4,3,2,2,3,3,4,1,0,2,1,1,20,25,Female,1,0,0,0,0,0,,Employed,5,1,,,,,,,1,2,1,1,0,0,0,,0,33.75,27.3,8.2,2.07,0.0398,0.0398,0.0182,0.39,0.264,77.16,68.5,5.8,6.47,5.18,14.2,30.76798059
CamdenTown,CamdenTown2,CT202,564,English,0,06/05/2019 12:28,06/05/2019 12:30,51.539124,-0.142624,4,4,4,1,-0.0126,0.6768,3,5,4,2,1,1,5,3,2,3,4,3,3,4,4,5,3,4,80,43,Female,1,0,0,0,0,0,,Employed,2,1,,,,,,,1,2,1,1,0,0,0,,0,33.88,43.7,14.1,2.04,0.0652,0.0652,0.0274,0.41,0.266,82.92,73.02,9.74,8.13,8.82,15.5,49.28121637
CamdenTown,CamdenTown2,CT202,569,English,0,06/05/2019 12:28,06/05/2019 12:30,51.539124,-0.142624,4,3,4,1,-0.0429,0.6464,4,5,4,2,1,3,4,2,4,4,4,2,3,5,4,4,4,4,84,49,Female,1,0,0,0,0,0,,Employed,4,1,,,2,,,,1,2,1,1,0,0,0,Education: high school graduate and trade/technical/vocational training,1,33.88,43.7,14.1,2.04,0.0652,0.0652,0.0274,0.41,0.266,82.92,73.02,9.74,8.13,8.82,15.5,49.28121637
CamdenTown,CamdenTown2,CT203,568,English,0,06/05/2019 00:00,06/05/2019 00:00,51.539124,-0.142624,4,2,4,1,0.3107,0.3536,4,4,5,2,3,1,4,4,4,5,3,4,3,3,3,4,3,4,68,27,Female,1,0,0,0,0,0,,Employed,7,1,,,1,,,,4,2,1,1,0,0,0,Construction works nearby,1,31.87,29,8,2.12,0.041,0.041,0.0336,0.411,0.219,77.72,69.06,5.4,6.94,3.47,15.1,33.31360318
CamdenTown,CamdenTown2,CT203,567,English,0,06/05/2019 00:00,06/05/2019 00:00,51.539124,-0.142624,4,5,4,3,0.0607,0.4571,4,5,5,2,3,2,5,5,4,4,5,5,5,5,5,5,5,5,100,19,Male,1,0,0,1,0,0,,Employed_Student,3,4,,,1,,,,4,2,1,1,0,0,0,Construction work nearby,1,31.87,29,8,2.12,0.041,0.041,0.0336,0.411,0.219,77.72,69.06,5.4,6.94,3.47,15.1,33.31360318
CamdenTown,CamdenTown2,CT204,565,English,0,06/05/2019 12:32,06/05/2019 12:39,51.539124,-0.142624,4,3,2,1,-0.1768,0.4268,2,4,4,2,2,3,4,3,3,5,3,3,3,4,2,3,2,4,60,50,Female,1,0,0,0,0,0,,Employed,2,1,,,,,,,4,2,1,1,0,0,0,,0,,,,,,,,,,,,,,,,
CamdenTown,CamdenTown2,CT205,566,English,0,06/05/2019 12:41,06/05/2019 13:00,51.539124,-0.142624,2,1,1,1,-0.0303,0.7803,2,4,4,1,2,3,5,1,4,2,3,5,5,4,3,5,1,4,68,18,Male,0,0,0,1,0,0,,Student,2,1,,,,,,No,4,1,1,1,0,0,0,A guy was on megaphone,0,,,,,,,,,,,,,,,,
CamdenTown,CamdenTown3,CT301,585,English,0,20/05/2019 11:36,20/05/2019 11:38,51.539124,-0.142624,4,4,4,1,-0.4268,0.4268,2,5,5,3,2,4,5,5,3,5,5,5,4,1,1,1,1,1,20,49,Male,1,0,0,0,0,0,,Employed,7,1,,,,,,Typical camden town,3,1,1,1,0,0,0,,0,40.47,30.9,14.8,2.08,0.0333,0.0333,0.00812,0.401,0.13,78.45,66.68,12.08,7.49,7.72,14,35.02779057
CamdenTown,CamdenTown3,CT302,615,English,0,20/05/2019 11:40,20/05/2019 11:51,51.539124,-0.142624,3,1,3,1,0,0.0858,2,4,4,4,2,2,2,2,3,2,3,3,4,3,4,4,4,4,76,29,Female,1,0,0,0,0,0,,Employed,7,1,,,2,,,,4,2,1,1,0,0,0,,1,,,,,,,,,,,,,,,,
CamdenTown,CamdenTown3,CT302,586,English,0,20/05/2019 11:40,20/05/2019 11:51,51.539124,-0.142624,3,3,3,1,-0.3536,0.3536,1,3,4,2,1,3,4,4,2,3,4,3,3,3,2,4,1,3,52,29,Male,1,0,0,0,0,0,,Employed,2,1,,,,,,,4,2,1,1,0,0,0,,0,,,,,,,,,,,,,,,,
CamdenTown,CamdenTown3,CT304,624,English,0,20/05/2019 11:52,20/05/2019 11:57,51.539124,-0.142624,4,3,5,2,-0.0607,0.5607,1,1,4,1,1,3,5,2,2,4,4,1,3,5,5,5,5,5,100,53,Male,0,1,0,0,0,0,,Unemployed,2,1,,,2,,,,4,2,1,1,0,0,0,"Talking to each other, filled as a couple",1,,,,,,,,,,,,,,,,
CamdenTown,CamdenTown3,CT305,588,English,0,20/05/2019 11:58,20/05/2019 12:01,51.539124,-0.142624,3,2,2,1,0.1339,0.7803,3,4,4,1,1,1,5,2,3,5,3,1,4,5,3,5,4,5,88,45,Female,1,0,0,0,0,0,,Employed,7,1,,,,,,,4,2,1,1,0,0,0,,0,48.46,66.6,31.2,2.83,0.0446,0.0446,0.0173,0.42,1.23,83.26,82.58,20.86,0.24,11.29,14.5,100.494469
CamdenTown,CamdenTown3,CT305,614,English,0,20/05/2019 11:58,20/05/2019 12:01,51.539124,-0.142624,4,4,5,1,-0.3107,1,1,5,5,1,1,4,5,1,3,4,4,1,4,4,4,3,3,4,72,19,Female,0,0,0,1,0,0,,Student,3,1,,,2,,,"i live in a quiet town, so this feels overwhelming",4,2,1,1,0,0,0,,1,48.46,66.6,31.2,2.83,0.0446,0.0446,0.0173,0.42,1.23,83.26,82.58,20.86,0.24,11.29,14.5,100.494469
CamdenTown,CamdenTown3,CT306,589,English,0,20/05/2019 12:09,20/05/2019 12:13,51.539124,-0.142624,4,2,2,1,0.1161,-0.1768,4,3,5,4,5,5,3,4,4,3,3,2,3,4,5,4,3,5,84,41,Male,1,0,0,0,0,0,,Employed,2,1,,,,,,,4,1,1,1,0,0,0,,,31.42,27.2,7.6,2.2,0.0417,0.0417,0.017,0.362,0.25,78.04,68.41,4.85,7.75,5.34,14.3,32.03215248
CamdenTown,CamdenTown3,CT308,590,English,0,20/05/2019 12:12,20/05/2019 12:15,51.539124,-0.142624,4,3,2,1,-0.4268,0.0732,2,4,2,3,2,4,3,3,2,3,3,2,2,3,3,4,4,4,72,29,Female,1,0,0,0,0,0,,Employed,7,3,,,,,,,1,3,1,1,0,0,0,,0,33.37,78.6,16.4,4.9,0.0868,0.0868,0.0247,0.197,1.44,87.13,85.44,4.32,1.36,2.74,13.8,199.1555169
CamdenTown,CamdenTown3,CT308,613,English,0,20/05/2019 12:05,20/05/2019 12:15,51.539124,-0.142624,5,4,3,1,-0.6036,0.2929,2,5,3,3,1,5,3,3,1,1,5,3,3,4,4,4,3,4,76,25,Female,0,0,0,1,0,0,,Student,7,3,,,1,,,,1,2,1,1,0,0,0,start time estimated  tile cutting nearby,1,33.37,78.6,16.4,4.9,0.0868,0.0868,0.0247,0.197,1.44,87.13,85.44,4.32,1.36,2.74,13.8,199.1555169
CamdenTown,CamdenTown3,CT309,591,English,0,20/05/2019 12:17,20/05/2019 12:22,51.539124,-0.142624,3,3,2,1,0.3536,0.3536,4,2,4,2,2,2,4,2,3,3,3,2,3,4,4,4,5,4,84,31,Male,1,0,0,0,0,0,,Employed,5,1,,,,,,,1,1,1,1,0,0,0,,0,45.58,32.6,16.1,2.13,0.0355,0.0355,0.00922,0.37,0.173,79.4,68.02,11,8.9,10.84,13.9,37.66548634
CamdenTown,CamdenTown3,CT310,592,English,0,20/05/2019 12:23,20/05/2019 12:25,51.539124,-0.142624,4,2,3,1,-0.4268,0.4268,2,4,4,2,1,4,4,4,2,5,4,1,3,4,3,4,3,2,64,18,Male,0,0,0,1,0,0,,Student,3,1,,,,,,,1,2,1,1,0,0,0,,0,32.37,36,12.1,2.33,0.0408,0.0408,0.0105,0.361,0.276,81.78,71.29,6.18,8.5,6.93,14.9,44.69617991
CamdenTown,CamdenTown3,CT311,593,English,0,20/05/2019 12:24,20/05/2019 12:28,51.539124,-0.142624,4,2,2,1,-0.1464,0.1464,2,4,3,3,2,2,3,3,3,4,3,1,3,2,1,4,1,3,44,59,Female,1,0,0,0,0,0,,Employed,5,1,,,,,,,4,2,1,1,0,0,0,,0,42.35,26.9,7.4,2.06,0.0411,0.0411,0.0104,0.355,0.181,80.1,68.28,5.5,9.18,5.09,14.1,30.19810257
CamdenTown,CamdenTown3,CT311,623,English,0,20/05/2019 12:25,20/05/2019 12:30,51.539124,-0.142624,3,2,3,1,0.1339,0.0732,4,3,3,3,2,2,3,3,3,4,3,1,2,4,4,4,4,4,80,58,Female,1,0,0,0,0,0,,Employed,5,1,,,2,,,,4,2,1,1,0,0,0,,1,42.35,26.9,7.4,2.06,0.0411,0.0411,0.0104,0.355,0.181,80.1,68.28,5.5,9.18,5.09,14.1,30.19810257
CamdenTown,CamdenTown3,CT312,595,English,0,20/05/2019 12:32,20/05/2019 12:33,51.539124,-0.142624,3,2,2,1,-0.0429,0.1464,3,4,2,4,2,2,4,2,2,3,2,2,2,1,2,2,1,3,36,19,Non-conforming,1,0,0,0,0,0,,Employed,3,3,,,,,,,4,3,1,1,0,0,0,,0,39.75,36.5,20.4,2.17,0.0401,0.0401,0.013,0.385,0.217,80.57,69.13,13.2,8.54,9.63,15,42.9143278
CamdenTown,CamdenTown3,CT312,594,English,0,20/05/2019 12:32,20/05/2019 12:33,51.539124,-0.142624,4,3,4,1,0.1768,-0.0732,4,2,4,3,3,3,3,4,2,2,3,3,4,5,5,5,5,5,100,19,Male,1,0,0,0,0,0,,Employed,2,3,,,,,,,4,3,1,1,0,0,0,Talking to each other,,39.75,36.5,20.4,2.17,0.0401,0.0401,0.013,0.385,0.217,80.57,69.13,13.2,8.54,9.63,15,42.9143278
